Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4cvS3XEMGcDwRIf5UVSTYU,"Kannaana Kanne (From ""Naanum Rowdy Dhaan"")","Naanum Rowdy Dhaan (Original Motion Picture Soundtrack)","Anirudh Ravichander;Vignesh Shivan;Sean Roldan",2015-10-14,267341,52,false,,2025-01-15T21:01:51Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Divo Tv Private Limited",0.362,0.563,2,-9.579,1,0.0428,0.514,0,0.133,0.476,129.996,4
spotify:track:6mjtNwxQyfUKIJtp1zSLoa,"Un Paer Solla (From ""Minsara Kanna"")","Deva Melody Music Collection Vol-1","Hariharan",1996-01-12,308421,60,false,,2025-01-15T20:35:37Z,"bhajan,tamil pop,ghazal,kollywood,devotional","Music Masters Audio Video LLP",0.61,0.508,5,-7.191,1,0.0336,0.424,0.0000219,0.167,0.476,81.965,4
spotify:track:7BsQNB20nHHZY9pNcrrrsI,"Azhagooril","Thirumalai (Original Motion Picture Soundtrack)","S. P. Balasubrahmanyam;Sujatha;Arivumathi",2003-04-13,272826,63,false,,2025-01-15T20:29:39Z,"kannada pop,telugu pop,tamil pop,devotional,sandalwood,tollywood,malayalam pop,mollywood,tamil dance","New Music",0.473,0.659,4,-9.292,1,0.0477,0.0905,0.0000398,0.168,0.368,94.817,4
spotify:track:4ymjOYfSLXBtoVu1H1WZla,"Rasaali","Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack)","Sathyaprakash;Sashaa Thirupati",2016,338400,52,false,,2025-01-15T20:22:26Z,"tamil pop,kollywood,tamil indie","Ondraga Entertainment",0.696,0.53,9,-10.78,1,0.0577,0.496,0.0000168,0.145,0.691,99.965,4
spotify:track:5q2MZwkvdw28qv0WPsRPHA,"Muzhumathi","Jodhaa Akbar (Tamil) [Original Motion Picture Soundtrack]","A.R. Rahman;Srinivas;Na.Muthukumar",2007-12-31,312453,64,false,,2025-01-15T20:15:31Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,tollywood,kannada pop,tamil dance","UTV",0.708,0.325,2,-11.414,1,0.0369,0.819,0.00000142,0.0827,0.567,137.814,4
spotify:track:0cVrLxeQjiAcftuGzp32qY,"Newyork Nagaram","Sillunu Oru Kadhal (Original Motion Picture Soundtrack)","A.R. Rahman;Vaali",2006-08-03,378020,65,false,,2025-01-15T19:17:30Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,tamil dance","Star Music",0.652,0.732,0,-8.587,1,0.0275,0.203,0.000366,0.0739,0.577,127.043,4
spotify:track:28zGTndSQj4JT9nCPHRoTV,"Pondattee - From ""Golisoda 2""","Pondattee (From ""Golisoda 2"")","Achu",2018-03-08,250396,60,false,,2025-01-15T18:27:18Z,"tollywood,telugu pop,kollywood","Think Music",0.692,0.624,9,-7.942,1,0.0678,0.295,0.0000146,0.116,0.759,169.999,4
spotify:track:5OcuwbMim2wXf05xGWJtaU,"Kadhal Kanave","Mundasupatti (Original Motion Picture Soundtrack)","Sean Roldan;Pradeep Kumar;Kalyani Nair",2014-04-25,248211,58,false,,2025-01-15T18:05:23Z,"tamil pop,kollywood","Think Music",0.584,0.562,2,-5.35,1,0.0275,0.435,0.0000104,0.254,0.171,90.105,4
spotify:track:1JVfJe7LQSePY6EyF1fBUX,"Venmathiye","Minnalae","Tippu",2001-02-14,326960,67,false,,2025-01-11T21:47:46Z,"kannada pop,tamil dance,tamil pop,kollywood,sandalwood,telugu pop,tollywood","Saregama India Ltd",0.837,0.351,11,-14.189,1,0.049,0.192,0.00000148,0.35,0.466,124.009,4
spotify:track:5xZO9FskRd29medT2Psd1z,"Venpani Malare Male (The Romance Of Power Paandi)","Power Paandi (Original Motion Picture Soundtrack)","Sean Roldan",2017-04-06,233333,0,false,,2025-01-11T18:25:10Z,"tamil pop,kollywood","Divo",0.618,0.434,0,-11.006,0,0.0546,0.787,0.00159,0.125,0.47,89.97,4
spotify:track:3zxzzoxlYKkNIWaxMKgGNn,"Idhu Dhaan - From ""Sivappu Manjal Pachai""","Idhu Dhaan (From ""Sivappu Manjal Pachai"")","Siddhu Kumar;Naresh Iyer;Shashaa Tirupati",2019-06-04,187578,55,false,,2025-01-11T17:50:20Z,"tamil pop,kollywood,tamil indie,tollywood,telugu pop,hindi pop,bollywood","Think Music",0.373,0.376,2,-9.754,1,0.04,0.482,0,0.0766,0.398,142.441,3
spotify:track:4jWwMOU0jnFLb94O5Zo817,"Kaalangathale","Venghai (Original Motion Picture Soundtrack)","Devi Sri Prasad;Karthik",2011-06-10,312746,52,false,,2025-01-11T03:36:37Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.782,0.675,4,-4.121,1,0.0665,0.134,0.00000236,0.0678,0.777,141.981,4
spotify:track:19nEFsswIftvopxVMUAM9b,"Agayam Theepiditha","Madras (Original Motion Picture Soundtrack)","Santhosh Narayanan;Pradeep Kumar",2014-06-23,230062,60,false,,2025-01-10T13:24:00Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.514,0.423,0,-8.388,1,0.04,0.87,0,0.0785,0.362,117.87,4
spotify:track:1t99uhmctVeG4FbC5giRCM,"Idhayam Love (Megamo Aval)","Meyaadha Maan (Original Motion Picture Soundtrack)","Santhosh Narayanan;Pradeep Kumar;Ananthu",2017-09-08,291121,59,false,,2025-01-10T12:10:40Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.296,0.298,0,-10.167,1,0.0295,0.777,0.0000066,0.0909,0.243,178.292,4
spotify:track:2RB3zzgxWc2RRBaJOkSEka,"Senjitaley","Remo (Original Motion Picture Soundtrack)","Anirudh Ravichander;Vignesh Shivan",2016-09-05,251333,68,false,,2025-01-10T03:32:35Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.655,0.941,1,-5.185,1,0.14,0.476,0.00000322,0.215,0.344,88.073,4
spotify:track:09Z6o1yu596HJAwWZxTz4m,"Othaiyadi Pathayila","Kanaa (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas;Anirudh Ravichander;Arunraja Kamaraj",2018-08-23,249671,77,false,,2025-01-07T06:02:54Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.713,0.615,11,-7.648,0,0.138,0.341,0.00000155,0.0608,0.807,135.017,3
spotify:track:6chviF7naWfxVOF91dkdqb,"Thamarai Poovukum","Pasumpon (Original Motion Picture Soundtrack)","Vidyasagar;Krishnachandar;Sujatha;Vairamuthu",1995-02-09,327333,63,false,,2025-01-05T04:02:13Z,"malayalam pop,mollywood,tamil dance,tamil pop,kollywood,telugu pop","Magnasound",0.579,0.708,2,-9.737,0,0.0424,0.535,0.000155,0.0994,0.744,81.023,4
spotify:track:1UIsVy7GHFKyxIDDDTVSCH,"Yennodu Vaa Vaa","Neethaane En Ponvasantham (Original Motion Picture Soundtrack)","Ilaiyaraaja;Karthik",2012-09-01,259665,49,false,,2025-01-03T14:36:00Z,"tamil pop,telugu pop,kollywood,tollywood,kannada pop,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.897,0.736,4,-7.671,0,0.0298,0.282,0.00969,0.112,0.879,122.028,4
spotify:track:5FfUDeZeJlB50vY0Eoj26C,"Karuppu Perazhaga","Kanchana","Sichith;Dharshana",2011-05-02,299413,68,false,,2025-01-03T14:34:53Z,"tamil dance,tamil pop","AP International",0.87,0.906,10,-7.386,0,0.18,0.697,0.00482,0.0971,0.864,125.028,4
spotify:track:73dPMLKVaaOSS0TWe8oNmw,"Ennai Saaithaalae","Endrendrum Punnagai (Original Motion Picture Soundtrack)","Harris Jayaraj;Hariharan;Shreya Ghoshal",2013-10-28,329173,55,false,,2025-01-02T14:13:19Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,bhajan,ghazal,devotional,bollywood,hindi pop,desi,kannada pop,marathi pop","Sony Music Entertainment India Pvt. Ltd.",0.68,0.419,2,-9.157,1,0.031,0.295,0.00000574,0.097,0.181,92.015,4
spotify:track:4DKv9524rd34cCKFmW7Xsb,"Kurumugil","Sita Ramam (Tamil) (Extended Version) [Original Motion Picture Soundtrack]","Vishal Chandrashekhar;Sai Vignesh;Madhan Karky",2022-09-08,218808,57,false,,2025-01-02T05:48:45Z,"tollywood,telugu pop,kollywood,devotional,kannada pop,sandalwood,tamil pop,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.415,0.342,4,-10.995,1,0.067,0.538,0,0.106,0.594,149.814,3
spotify:track:7IFAwaH6gDfY74xn9TDqc8,"Mary On A Cross","Mary On A Cross","Eibell",2024-02-03,72030,71,false,,2025-01-02T04:31:38Z,"","RECORDS",0.398,0.626,3,-8.138,1,0.0289,0.44,0.804,0.293,0.319,104.273,4
spotify:track:5hx7w26Zi3zafMgvMTUqF6,"SNAP","SNAP","Rosa Linn",2022-03-19,179551,85,false,,2025-01-02T04:25:38Z,"","Nvak Collective",0.565,0.636,0,-8.198,1,0.0622,0.107,0.0000099,0.447,0.526,170.027,4
spotify:track:668ZUFIUNRyIqOORiCfFY3,"Kan Irandil","Uthama Puthiran (Original Motion Picture Soundtrack)","Vijay Antony;Naresh Iyer",2010-10-05,271000,66,false,,2025-01-01T09:49:39Z,"tamil dance,kollywood,tamil pop,tollywood,telugu pop","Think Music",0.595,0.607,0,-7.291,1,0.0676,0.587,0.00000634,0.313,0.478,157.417,3
spotify:track:2109dBho14Lqh2wr8goqAP,"Enna Solla - The New Life of Tamizh","Thangamagan (Original Motion Picture Soundtrack)","Anirudh Ravichander;Shweta Mohan;Dhanush",2015-11-27,216000,64,false,,2025-01-01T09:31:06Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,mollywood,malayalam pop","Sony Music Entertainment India Pvt. Ltd.",0.621,0.515,5,-9.019,1,0.0453,0.616,0.000137,0.11,0.657,109.891,4
spotify:track:1AbSrAwrzuC3FcDXoYi3ED,"Naan Nee","Madras (Original Motion Picture Soundtrack)","Santhosh Narayanan;Shakthisree Gopalan;Dhee",2014-06-23,253582,66,false,,2025-01-01T09:30:21Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood","Think Music",0.651,0.42,4,-8.341,1,0.0274,0.741,0.000257,0.0976,0.159,139.905,4
spotify:track:737TXp5R8umZixCDZgDY57,"Mayilaanjiye - From ""Sivappu Manjal Pachai""","Mayilaanjiye (From ""Sivappu Manjal Pachai"")","Siddhu Kumar;Anand Aravindakshan;Shashaa Tirupati",2019-05-15,215611,56,false,,2024-12-31T09:28:34Z,"tamil pop,kollywood,tamil indie,hindi pop,bollywood","Think Music",0.391,0.501,6,-9.247,1,0.066,0.68,0.00000176,0.0969,0.601,187.433,3
spotify:track:2eGV9sLTafxlDZUp7KfD1T,"Enna Naan Seiven","Meyaadha Maan (Original Motion Picture Soundtrack)","Pradeep Kumar;Kalyani Nair",2017-09-08,229218,52,false,,2024-12-31T02:41:27Z,"tamil pop,kollywood","Think Music",0.458,0.491,4,-8.244,1,0.0307,0.49,0.00000141,0.205,0.459,159.987,4
spotify:track:2Xrz2fjCPgepi2B4nVuUXl,"Idhu Dhaan","Sivappu Manjal Pachai (Original Motion Picture Soundtrack)","Siddhu Kumar;Naresh Iyer;Shashaa Tirupati",2019-06-07,187578,47,false,,2024-12-30T08:44:51Z,"tamil pop,kollywood,tamil indie,tollywood,telugu pop,hindi pop,bollywood","Think Music",0.373,0.376,2,-9.754,1,0.0401,0.482,0,0.0768,0.398,142.548,3
spotify:track:2gjyrtgNkPtlhO3WmyRoyo,"Raasave Unna Nambi","Muthal Mariyathai (Original Motion Picture Soundtrack)","S. Janaki",1985,272248,0,false,,2024-12-29T07:25:27Z,"kannada pop,tamil pop,sandalwood,telugu pop","IMM",0.74,0.29,8,-9.03,1,0.0408,0.706,0.487,0.288,0.749,133.806,3
spotify:track:7DVuGLrkpXNik5aUIiJ5Yu,"Indha Maan","Karakattakkaran (Original Motion Picture Soundtrack)","Ilaiyaraaja;K. S. Chithra",1989-06-16,275575,1,false,,2024-12-29T07:01:29Z,"tamil pop,telugu pop,kollywood,malayalam pop,kannada pop,mollywood,tollywood,devotional,sandalwood","IMM",0.674,0.311,10,-11.729,0,0.0271,0.886,0.0000295,0.107,0.595,93.744,3
spotify:track:3yOh5KqpTcKQr7tWiAMH6t,"Pachamala Poovu","Kizhakku Vaasal (Original Motion Picture Soundtrack)","Ilaiyaraaja;S. P. Balasubrahmanyam",1990-01-01,266146,63,false,,2024-12-29T04:44:49Z,"tamil pop,telugu pop,kollywood,kannada pop,devotional,sandalwood,tollywood","Echo Recording Co. Pvt. Ltd.",0.748,0.334,4,-12.745,1,0.0968,0.87,0.0038,0.0867,0.829,138.493,3
spotify:track:45TUsDINS6CMvccCZ25YKk,"Po Indru Neeyaga (From ""Velai Illa Pattadhaari"")","Velai Illa Pattadhaari (Original Motion Picture Soundtrack)","Anirudh Ravichander;Dhanush",2014-02-14,223326,68,false,,2024-12-29T04:21:57Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Divo Tv Private Limited",0.476,0.58,3,-4.598,0,0.0304,0.265,0,0.0842,0.455,144.953,3
spotify:track:5Gd3pzjK9F7caWRS1fMD68,"Melliname","Shajahaan","Harish Raghavendra",2001-05-09,326008,67,false,,2024-12-29T03:56:39Z,"tamil pop,kollywood","Star Music",0.662,0.4,9,-11.244,1,0.0651,0.568,0.0000599,0.0682,0.541,91.936,4
spotify:track:6R0FwF48PO2BrdZpLeWi42,"Nee Kavithaigala","Maragatha Naanayam (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas;Pradeep Kumar",2017-01-19,276250,71,false,,2024-12-29T03:08:11Z,"tamil pop,kollywood","Think Music",0.58,0.541,4,-5.646,0,0.0271,0.451,0.00000264,0.121,0.413,129.968,3
spotify:track:13wIQbwSuQ4YFvDvtQgSVc,"Vaarayo Vaarayo","Aadhavan (Original Motion Picture Soundtrack)","Harris Jayaraj;Chinmayi;Unnikrishnan;Mega;Kabilan",2009-08-09,316680,73,false,,2024-12-28T05:53:16Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,marathi pop,bollywood","Sony Music Entertainment India Pvt. Ltd.",0.718,0.361,5,-9.74,0,0.0298,0.565,0.119,0.151,0.446,103,4
spotify:track:5YPRNP0c9KiZSMJDVL3h0x,"Kaathellam","Gypsy","Pradeep Kumar",2019-05-20,223770,49,false,,2024-12-28T05:10:44Z,"tamil pop,kollywood","Saregama India Ltd",0.645,0.303,6,-9.792,0,0.0588,0.428,0.00000382,0.4,0.675,120.9,4
spotify:track:07aADAqhVze8oPrzBil7FX,"Pogatha Yennavittu","Vikram Vedha (Original Motion Picture Soundtrack)","Pradeep Kumar;Sam C.S.;Neha Venugopal",2017-06-19,281428,58,false,,2024-12-27T20:04:27Z,"tamil pop,kollywood,malayalam hip hop,devotional,malayalam pop,mollywood","Think Music",0.381,0.577,9,-7.02,1,0.0933,0.674,0,0.0903,0.423,167.719,4
spotify:track:58ys6AEobZzd9e5ctW4Vm2,"Kanna Veesi","Kadhal Ondru Kanden","Siddhu Kumar;rahul;Srinisha Jayaseelan;Vignesh Ramakrishna;Punith",2020-01-05,171974,0,false,,2024-12-27T20:00:33Z,"tamil pop,kollywood,tamil indie","Kadhal Ondru Kanden",0.598,0.48,6,-8.205,1,0.0511,0.696,0,0.104,0.303,157.082,3
spotify:track:6kPYrnBJubso1t47lbXvNU,"Uyire","Uyire (From ""Gauthamante Radham"")","Sid Sriram;Ankit Menon;Vinayak Sasikumar",2020-01-20,199921,64,false,,2024-12-27T19:54:10Z,"tollywood,telugu pop,tamil pop,kollywood,malayalam pop,mollywood,malayalam hip hop,tamil hip hop","Muzik247",0.265,0.474,6,-8.51,0,0.055,0.65,0.00000195,0.102,0.186,78.768,4
spotify:track:7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu;beabadoobee",2020-02-08,173333,83,false,,2024-12-27T19:49:40Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
spotify:track:55mEN7iiqTNzWfYjF8QbQn,"Oru Manam (From ""Dhruva Natchathiram"")","Oru Manam (From ""Dhruva Natchathiram"")","Harris Jayaraj;Karthik;Shashaa Tirupati;Vikram;Thamarai",2020-10-09,340254,58,false,,2024-12-27T19:43:01Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,kannada pop,malayalam pop,mollywood,hindi pop,bollywood","Sony Music Entertainment India Pvt. Ltd.",0.641,0.474,2,-8.974,1,0.034,0.457,0.00000254,0.106,0.588,76.006,4
spotify:track:6STXfHpOuGjOespYlpeuI4,"Kangal Edho - From ""Chithha""","Kangal Edho (From ""Chithha"")","Dhibu Ninan Thomas;Pradeep Kumar;Karthika Vaidyanathan;Yugabharathi",2023-08-31,242249,62,false,,2024-12-27T19:42:21Z,"tamil pop,kollywood,tamil dance,tamil hip hop","Think Music",0.792,0.319,0,-11.012,1,0.0603,0.445,0.000111,0.074,0.425,112.05,3
spotify:track:5Y7Y315vZkOZbesJ22jXkK,"Railin Oligal - From ""Blue Star""","Railin Oligal (From ""Blue Star"")","Govind Vasantha;Pradeep Kumar;Shakthisree Gopalan",2023-09-13,157650,66,false,,2024-12-27T19:35:27Z,"mollywood,tamil pop,kollywood,malayalam pop,malayalam hip hop","Think Music",0.402,0.534,1,-9.397,0,0.0565,0.518,0.0000129,0.106,0.491,115.575,4
spotify:track:3hXX5v2JaVqDR3aeQcPAU9,"The Life of Ram","96 (Original Motion Picture Soundtrack)","Govind Vasantha;Pradeep Kumar;Karthik Netha",2018-08-17,354285,64,false,,2024-12-27T19:29:30Z,"mollywood,tamil pop,kollywood,malayalam pop,malayalam hip hop","Think Music",0.496,0.488,1,-9.799,0,0.0306,0.277,0.00000239,0.183,0.347,83.945,4
spotify:track:7dbzO881X6TVJST6EKhnDg,"Maruvaarthai","Enai Noki Paayum Thota (Original Motion Picture Soundtrack)","Darbuka Siva;Sid Sriram",2023-05-09,356718,67,false,,2024-12-27T19:25:17Z,"tamil pop,kollywood,tollywood,telugu pop","Ondraga Entertainment",0.565,0.715,8,-7.256,1,0.0307,0.00892,0.0000269,0.102,0.271,127.98,4
spotify:track:1d1ICMe7RvIDwTlTDk3X6y,"Vizhi Moodi","Ayan","Karthik;Prashanthini",2009-04-03,332266,70,false,,2024-12-27T19:21:58Z,"telugu pop,tamil pop,tollywood,kollywood,kannada pop,malayalam pop,mollywood","Avm productions",0.739,0.377,7,-9.361,0,0.0541,0.117,0,0.0863,0.585,90.952,4
spotify:track:5qk7iSLXxy8a5pRa4WgABg,"Veesum Velichathile","Naan Ee","Karthik;G Sahithi",2012-04-14,188940,52,false,,2024-12-27T19:14:18Z,"telugu pop,tamil pop,tollywood,kollywood,kannada pop,malayalam pop,mollywood","Saregama India Ltd",0.69,0.448,10,-9.072,1,0.034,0.524,0.00011,0.121,0.36,81.983,4
spotify:track:4H1FLy4H7nS9wy9gg9JeFQ,"Unakku Thaan - From ""Chithha""","Unakku Thaan (From ""Chithha"")","Santhosh Narayanan;Dhvani Kailas;Vivek",2023-09-22,216214,58,false,,2024-12-27T19:09:51Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.578,0.389,1,-5.439,0,0.0304,0.875,0.00000128,0.0973,0.559,139.64,3
spotify:track:4vlMdXsRpAIXYggwbNHZSv,"Nenjukkul Peidhidum","Vaaranam Aayiram (Original Motion Picture Soundtrack)","Harris Jayaraj;Hariharan;Devan Ekambaram;VV Prassanna;Thamarai",2008-10-08,369333,69,false,,2024-12-27T19:03:38Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,bhajan,ghazal,devotional","Sony Music Entertainment India Pvt. Ltd.",0.687,0.43,9,-10.31,1,0.0407,0.6,0.00000249,0.132,0.241,115.01,4
spotify:track:1VxCdnd46iCgHP5zXGCXPe,"Nira - From ""Takkar""","Nira (From ""Takkar"")","Sid Sriram;Gautham Vasudev Menon;Malvi Sundaresan;Nivas K Prasanna",2020-02-27,304772,67,false,,2024-12-27T18:57:59Z,"tollywood,telugu pop,tamil pop,kollywood","Think Music",0.674,0.767,1,-5.049,0,0.0469,0.139,0.00000139,0.208,0.56,88,4
spotify:track:4Hvf9xIeJWp5p9FkJerQhN,"Malare","Premam","Vijay Yesudas;Rajesh Murugesan",2015-03-25,316419,64,false,,2024-12-27T18:53:01Z,"malayalam pop,mollywood,tamil pop,kollywood,tamil dance","Muzik247",0.468,0.501,11,-10.841,1,0.03,0.752,0.0000121,0.108,0.544,82.525,3
spotify:track:28BCNRMaHo6kV9m8j8W927,"Silu Silu","Vanamagan (Original Motion Picture Soundtrack)","Vijay Yesudas;Madhan Karky",2017-04-22,319366,51,false,,2024-12-27T18:47:13Z,"malayalam pop,mollywood,tamil pop,kollywood,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.795,0.463,4,-8.781,0,0.0405,0.358,0.000541,0.0694,0.485,95.001,4
spotify:track:1hhLL2eWsnPtYCdDjbiRIU,"Thaarame Thaarame","Kadaram Kondan","Sid Sriram;Ghibran",2019-05-01,228214,66,false,,2024-12-27T18:42:45Z,"tollywood,telugu pop,tamil pop,kollywood,devotional","Muzik247",0.594,0.53,0,-6.491,1,0.0343,0.677,0,0.108,0.32,139.878,3
spotify:track:6LT7bcpxRV7y2ipQbOvgka,"Aasa Orave","Lubber Pandhu (Original Motion Picture Soundtrack)","Sean Roldan",2024-08-28,226588,54,false,,2024-12-27T18:33:05Z,"tamil pop,kollywood","Sony Music Entertainment India Pvt. Ltd.",0.54,0.52,4,-7.626,1,0.0329,0.451,0,0.0913,0.714,169.883,4
spotify:track:7FEWG1bL31YAcnxJQvxJJO,"Nenjukkule","Kadal (Original Motion Picture Soundtrack)","A.R. Rahman;Shakthisree Gopalan;Vairamuthu",2012-12-14,290000,65,false,,2023-10-11T11:07:46Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.473,0.4,7,-8.224,1,0.0311,0.699,0.0000127,0.132,0.259,154.04,3
